,question,question_id,question_type,answer
7,What are the complications of Arrhenoblastoma of ovary ?,0000311-8,complications,
8,Do I need to see a doctor for Arrhenoblastoma of ovary ?,0000311-9,when to contact a medical professional,
9,How to prevent Arrhenoblastoma of ovary ?,0000311-10,prevention,
0,What is (are) Arrhythmias ?,0000312-1,information,
1,What causes Arrhythmias ?,0000312-2,causes,
2,What are the symptoms of Arrhythmias ?,0000312-3,symptoms,
3,How to diagnose Arrhythmias ?,0000312-4,exams and tests,
4,What are the treatments for Arrhythmias ?,0000312-5,treatment,
5,What is the outlook for Arrhythmias ?,0000312-6,outlook,
6,Do I need to see a doctor for Arrhythmias ?,0000312-7,when to contact a medical professional,
7,How to prevent Arrhythmias ?,0000312-8,prevention,
0,What is (are) Arterial embolism ?,0000313-1,information,
1,What causes Arterial embolism ?,0000313-2,causes,
2,What are the symptoms of Arterial embolism ?,0000313-3,symptoms,
3,How to diagnose Arterial embolism ?,0000313-4,exams and tests,
4,What are the treatments for Arterial embolism ?,0000313-5,treatment,
5,What is the outlook for Arterial embolism ?,0000313-6,outlook,
6,What are the complications of Arterial embolism ?,0000313-7,complications,
7,Do I need to see a doctor for Arterial embolism ?,0000313-8,when to contact a medical professional,
8,How to prevent Arterial embolism ?,0000313-9,prevention,
0,What is (are) Arterial insufficiency ?,0000314-1,information,
1,What causes Arterial insufficiency ?,0000314-2,causes,
2,What are the symptoms of Arterial insufficiency ?,0000314-3,symptoms,
0,Do you have information about Arterial stick,0000315-1,information,
0,Do you have information about Arteriogram,0000316-1,information,
0,What is (are) Arthritis ?,0000317-1,information,
1,What causes Arthritis ?,0000317-2,causes,
2,What are the symptoms of Arthritis ?,0000317-3,symptoms,
3,How to diagnose Arthritis ?,0000317-4,exams and tests,
4,What are the treatments for Arthritis ?,0000317-5,treatment,
5,What is the outlook for Arthritis ?,0000317-6,outlook,
6,What are the complications of Arthritis ?,0000317-7,complications,
7,Do I need to see a doctor for Arthritis ?,0000317-8,when to contact a medical professional,
8,How to prevent Arthritis ?,0000317-9,prevention,
0,What is (are) Arthritis - resources ?,0000318-1,information,
0,What is (are) Asbestosis ?,0000319-1,information,
1,What causes Asbestosis ?,0000319-2,causes,
2,What are the symptoms of Asbestosis ?,0000319-3,symptoms,
3,How to diagnose Asbestosis ?,0000319-4,exams and tests,
4,What are the treatments for Asbestosis ?,0000319-5,treatment,
5,Where to find support for people with Asbestosis ?,0000319-6,support groups,
6,What is the outlook for Asbestosis ?,0000319-7,outlook,
7,Do I need to see a doctor for Asbestosis ?,0000319-8,when to contact a medical professional,
8,How to prevent Asbestosis ?,0000319-9,prevention,
0,What is (are) Ascariasis ?,0000320-1,information,
1,What causes Ascariasis ?,0000320-2,causes,
2,What are the symptoms of Ascariasis ?,0000320-3,symptoms,
3,How to diagnose Ascariasis ?,0000320-4,exams and tests,
4,What are the treatments for Ascariasis ?,0000320-5,treatment,
5,What is the outlook for Ascariasis ?,0000320-6,outlook,
6,What are the complications of Ascariasis ?,0000320-7,complications,
7,Do I need to see a doctor for Ascariasis ?,0000320-8,when to contact a medical professional,
8,How to prevent Ascariasis ?,0000320-9,prevention,
0,What is (are) Ascites ?,0000321-1,information,
1,What causes Ascites ?,0000321-2,causes,
2,What are the symptoms of Ascites ?,0000321-3,symptoms,
3,How to diagnose Ascites ?,0000321-4,exams and tests,
4,What are the treatments for Ascites ?,0000321-5,treatment,
5,What are the complications of Ascites ?,0000321-6,complications,
6,Do I need to see a doctor for Ascites ?,0000321-7,when to contact a medical professional,
0,What is (are) Asherman syndrome ?,0000322-1,information,
1,What causes Asherman syndrome ?,0000322-2,causes,
2,What are the symptoms of Asherman syndrome ?,0000322-3,symptoms,
3,How to diagnose Asherman syndrome ?,0000322-4,exams and tests,
4,What are the treatments for Asherman syndrome ?,0000322-5,treatment,
5,Where to find support for people with Asherman syndrome ?,0000322-6,support groups,
6,What is the outlook for Asherman syndrome ?,0000322-7,outlook,
7,What are the complications of Asherman syndrome ?,0000322-8,complications,
8,Do I need to see a doctor for Asherman syndrome ?,0000322-9,when to contact a medical professional,
9,How to prevent Asherman syndrome ?,0000322-10,prevention,
0,Do you have information about Aspartate aminotransferase (AST) blood test,0000323-1,information,
0,Do you have information about Aspartic acid,0000324-1,information,
0,What is (are) Asperger syndrome ?,0000325-1,information,
0,What is (are) Aspergillosis ?,0000326-1,information,
1,What causes Aspergillosis ?,0000326-2,causes,
2,What are the symptoms of Aspergillosis ?,0000326-3,symptoms,
3,How to diagnose Aspergillosis ?,0000326-4,exams and tests,
4,What are the treatments for Aspergillosis ?,0000326-5,treatment,
5,What is the outlook for Aspergillosis ?,0000326-6,outlook,
6,What are the complications of Aspergillosis ?,0000326-7,complications,
7,Do I need to see a doctor for Aspergillosis ?,0000326-8,when to contact a medical professional,
8,How to prevent Aspergillosis ?,0000326-9,prevention,
0,What is (are) Aspergillosis precipitin ?,0000327-1,information,
1,Who is at risk for Aspergillosis precipitin? ?,0000327-8,susceptibility,
0,What is (are) Asphalt cement poisoning ?,0000328-1,information,
1,What are the symptoms of Asphalt cement poisoning ?,0000328-4,symptoms,
2,What to do for Asphalt cement poisoning ?,0000328-5,considerations,
3,What is the outlook for Asphalt cement poisoning ?,0000328-8,outlook,
4,What is the outlook for Asphalt cement poisoning ?,0000328-9,outlook,
0,What is (are) Aspiration ?,0000329-1,information,
0,What is (are) Aspiration pneumonia ?,0000330-1,information,
1,What causes Aspiration pneumonia ?,0000330-2,causes,
2,What are the symptoms of Aspiration pneumonia ?,0000330-3,symptoms,
3,How to diagnose Aspiration pneumonia ?,0000330-4,exams and tests,
4,What are the treatments for Aspiration pneumonia ?,0000330-5,treatment,
5,What is the outlook for Aspiration pneumonia ?,0000330-6,outlook,
6,What are the complications of Aspiration pneumonia ?,0000330-7,complications,
7,Do I need to see a doctor for Aspiration pneumonia ?,0000330-8,when to contact a medical professional,
0,What is (are) Aspirin and heart disease ?,0000331-1,information,
1,Do I need to see a doctor for Aspirin and heart disease ?,0000331-4,when to contact a medical professional,
0,What is (are) Aspirin overdose ?,0000332-1,information,
1,What are the symptoms of Aspirin overdose ?,0000332-4,symptoms,
2,What is the outlook for Aspirin overdose ?,0000332-7,outlook,
3,What is the outlook for Aspirin overdose ?,0000332-8,outlook,
0,What is (are) Assisted delivery with forceps ?,0000333-1,information,
1,Who is at risk for Assisted delivery with forceps? ?,0000333-4,susceptibility,
0,What is (are) Asthma ?,0000334-1,information,
1,What causes Asthma ?,0000334-2,causes,
2,What are the symptoms of Asthma ?,0000334-3,symptoms,
3,How to diagnose Asthma ?,0000334-4,exams and tests,
4,What are the treatments for Asthma ?,0000334-5,treatment,
5,What is the outlook for Asthma ?,0000334-6,outlook,
6,What are the complications of Asthma ?,0000334-7,complications,
7,Do I need to see a doctor for Asthma ?,0000334-8,when to contact a medical professional,
8,How to prevent Asthma ?,0000334-9,prevention,
0,What is (are) Asthma - child - discharge ?,0000335-1,information,
1,What is the outlook for Asthma - child - discharge ?,0000335-2,outlook,
2,Do I need to see a doctor for Asthma - child - discharge ?,0000335-6,when to contact a medical professional,
0,What is (are) Asthma - children ?,0000336-1,information,
1,What causes Asthma - children ?,0000336-2,causes,
2,What are the symptoms of Asthma - children ?,0000336-3,symptoms,
3,How to diagnose Asthma - children ?,0000336-4,exams and tests,
4,What are the treatments for Asthma - children ?,0000336-5,treatment,
5,What is the outlook for Asthma - children ?,0000336-6,outlook,
6,Do I need to see a doctor for Asthma - children ?,0000336-7,when to contact a medical professional,
0,What is (are) Asthma - control drugs ?,0000337-1,information,
0,What is (are) Asthma - quick-relief drugs ?,0000338-1,information,
0,What is (are) Asthma - what to ask the doctor - adult ?,0000339-1,information,
0,What is (are) Asthma - what to ask your doctor - child ?,0000340-1,information,
0,What is (are) Asthma and allergy - resources ?,0000341-1,information,
0,What is (are) Asthma and school ?,0000342-1,information,
0,What is (are) Astigmatism ?,0000343-1,information,
1,What causes Astigmatism ?,0000343-2,causes,
2,What are the symptoms of Astigmatism ?,0000343-3,symptoms,
3,How to diagnose Astigmatism ?,0000343-4,exams and tests,
4,What are the treatments for Astigmatism ?,0000343-5,treatment,
5,What is the outlook for Astigmatism ?,0000343-6,outlook,
6,What are the complications of Astigmatism ?,0000343-7,complications,
7,Do I need to see a doctor for Astigmatism ?,0000343-8,when to contact a medical professional,
0,What is (are) Asymptomatic ?,0000344-1,information,
0,What is (are) Asymptomatic bacteriuria ?,0000345-1,information,
1,What causes Asymptomatic bacteriuria ?,0000345-2,causes,
2,What are the symptoms of Asymptomatic bacteriuria ?,0000345-3,symptoms,
3,How to diagnose Asymptomatic bacteriuria ?,0000345-4,exams and tests,
4,What are the treatments for Asymptomatic bacteriuria ?,0000345-5,treatment,
5,What are the complications of Asymptomatic bacteriuria ?,0000345-6,complications,
6,Do I need to see a doctor for Asymptomatic bacteriuria ?,0000345-7,when to contact a medical professional,
0,What is (are) Asymptomatic HIV infection ?,0000346-1,information,
0,What is (are) Ataxia - telangiectasia ?,0000347-1,information,
1,What causes Ataxia - telangiectasia ?,0000347-2,causes,
2,What are the symptoms of Ataxia - telangiectasia ?,0000347-3,symptoms,
3,How to diagnose Ataxia - telangiectasia ?,0000347-4,exams and tests,
4,What are the treatments for Ataxia - telangiectasia ?,0000347-5,treatment,
5,Where to find support for people with Ataxia - telangiectasia ?,0000347-6,support groups,
6,What is the outlook for Ataxia - telangiectasia ?,0000347-7,outlook,
7,What are the complications of Ataxia - telangiectasia ?,0000347-8,complications,
8,Do I need to see a doctor for Ataxia - telangiectasia ?,0000347-9,when to contact a medical professional,
9,How to prevent Ataxia - telangiectasia ?,0000347-10,prevention,
0,What is (are) Atelectasis ?,0000348-1,information,
1,What causes Atelectasis ?,0000348-2,causes,
2,What are the symptoms of Atelectasis ?,0000348-3,symptoms,
3,How to diagnose Atelectasis ?,0000348-4,exams and tests,
4,What are the treatments for Atelectasis ?,0000348-5,treatment,
5,What is the outlook for Atelectasis ?,0000348-6,outlook,
6,What are the complications of Atelectasis ?,0000348-7,complications,
7,Do I need to see a doctor for Atelectasis ?,0000348-8,when to contact a medical professional,
8,How to prevent Atelectasis ?,0000348-9,prevention,
0,What is (are) Atheroembolic renal disease ?,0000349-1,information,
1,What causes Atheroembolic renal disease ?,0000349-2,causes,
0,What is (are) Athlete's foot ?,0000350-1,information,
1,What causes Athlete's foot ?,0000350-2,causes,
2,What are the symptoms of Athlete's foot ?,0000350-3,symptoms,
3,How to diagnose Athlete's foot ?,0000350-4,exams and tests,
4,What are the treatments for Athlete's foot ?,0000350-5,treatment,
5,What is the outlook for Athlete's foot ?,0000350-6,outlook,
6,Do I need to see a doctor for Athlete's foot ?,0000350-7,when to contact a medical professional,
0,What is (are) Atopic dermatitis ?,0000351-1,information,
1,What causes Atopic dermatitis ?,0000351-2,causes,
2,What are the symptoms of Atopic dermatitis ?,0000351-3,symptoms,
3,How to diagnose Atopic dermatitis ?,0000351-4,exams and tests,
4,What are the treatments for Atopic dermatitis ?,0000351-5,treatment,
5,What is the outlook for Atopic dermatitis ?,0000351-6,outlook,
6,What are the complications of Atopic dermatitis ?,0000351-7,complications,
7,Do I need to see a doctor for Atopic dermatitis ?,0000351-8,when to contact a medical professional,
8,How to prevent Atopic dermatitis ?,0000351-9,prevention,
0,What is (are) Atopic dermatitis - self-care ?,0000352-1,information,
1,Do I need to see a doctor for Atopic dermatitis - self-care ?,0000352-5,when to contact a medical professional,
0,What is (are) Atrial fibrillation - discharge ?,0000353-1,information,
1,Do I need to see a doctor for Atrial fibrillation - discharge ?,0000353-4,when to contact a medical professional,
0,What is (are) Atrial fibrillation or flutter ?,0000354-1,information,
1,What causes Atrial fibrillation or flutter ?,0000354-2,causes,
2,What are the symptoms of Atrial fibrillation or flutter ?,0000354-3,symptoms,
3,How to diagnose Atrial fibrillation or flutter ?,0000354-4,exams and tests,
4,What are the treatments for Atrial fibrillation or flutter ?,0000354-5,treatment,
5,What is the outlook for Atrial fibrillation or flutter ?,0000354-6,outlook,
